Marital Status,Application mode,Application order,Course,Previous qualification,Nacionality,Admission grade,Displaced,Gender,Age at enrollment,Success rate 1st sem,Success rate 2nd sem,Financial Status,Economic Status,Target
1,1,2,9773,1,1,122.2,1,0,18,0,0,2,6,Dropout
1,18,2,9147,1,1,101.7,1,0,20,3,3,3,7,Graduate
1,17,1,9254,1,1,119.9,1,0,20,3,3,2,7,Graduate
1,17,1,9147,1,1,123.7,1,0,19,3,0,2,6,Dropout
1,51,1,9070,1,1,121.8,0,0,19,3,3,3,6,Graduate
1,17,4,9670,1,1,106.1,1,0,18,0,0,1,3,Dropout
1,17,3,9773,1,1,124.3,1,0,19,3,3,2,2,Graduate
1,1,2,9500,1,1,124.3,1,0,20,3,3,3,6,Graduate
1,44,1,9147,39,1,117.4,1,0,21,3,3,2,6,Graduate
1,43,2,9500,1,1,112.7,0,0,21,2,2,2,5,Graduate
1,17,1,9070,1,1,123.7,0,0,20,3,3,2,6,Graduate
1,18,2,9853,1,1,105.8,1,0,19,3,3,2,7,Graduate
1,17,3,9085,1,1,124.2,0,0,21,1,1,1,5,Dropout
1,1,1,9085,1,1,122.3,0,0,18,3,3,2,5,Graduate
1,1,5,9254,1,1,123.7,0,0,19,3,3,3,7,Graduate
1,17,2,9500,1,1,129.8,1,0,18,3,3,2,5,Graduate
1,1,4,9500,1,1,123.8,1,0,19,3,3,3,3,Graduate
1,1,2,9147,1,1,126.4,1,0,18,2,2,3,5,Graduate
1,1,1,9853,1,1,115.1,0,0,18,2,2,3,2,Enrolled
1,1,1,9773,1,1,138.4,0,0,18,3,3,2,5,Graduate
1,17,1,9085,1,1,118.2,1,0,18,3,3,3,5,Graduate
1,17,1,9070,1,1,121.7,1,0,18,1,0,2,7,Dropout
1,1,3,9070,1,1,118.0,0,0,18,3,3,3,6,Enrolled
1,17,1,9238,1,1,119.8,0,0,18,0,0,2,6,Dropout
1,1,1,9238,1,1,164.9,0,0,18,3,3,2,5,Graduate
1,42,1,9085,1,1,100.0,1,0,20,3,3,3,5,Graduate
1,1,1,9853,1,1,121.6,0,0,18,3,3,2,2,Enrolled
1,17,4,9070,1,1,120.4,1,0,18,3,3,2,4,Graduate
1,18,6,9500,1,1,117.8,0,0,20,3,3,3,5,Graduate
4,43,1,9670,1,1,110.0,0,0,40,3,2,2,6,Graduate
1,1,6,9500,1,1,128.8,1,0,18,3,3,3,2,Graduate
1,1,5,9254,1,1,116.6,1,0,19,3,3,2,5,Graduate
1,7,1,9991,40,1,120.0,0,0,24,0,0,2,7,Dropout
1,1,3,9773,1,1,157.5,1,0,19,3,3,2,5,Dropout
1,1,6,9500,1,1,136.3,1,0,19,3,3,2,5,Graduate
1,1,1,9500,1,1,121.5,1,0,20,3,3,3,6,Graduate
1,1,1,9500,1,1,133.9,0,0,18,3,3,2,7,Graduate
1,1,1,171,1,1,136.8,1,0,18,0,0,3,5,Graduate
1,17,2,9500,1,1,133.5,1,0,19,3,3,2,5,Graduate
1,17,3,9500,1,1,130.0,1,0,18,3,3,2,5,Dropout
1,44,1,9085,39,1,140.0,1,0,19,3,3,2,7,Graduate
1,1,2,9500,1,1,132.7,1,0,19,3,3,3,5,Graduate
1,1,1,9500,1,1,117.8,0,0,19,3,3,3,7,Graduate
1,1,2,9500,1,1,126.1,1,0,19,3,3,3,6,Dropout
1,1,1,9500,1,1,120.0,0,0,19,3,3,2,5,Graduate
1,39,1,9670,12,1,100.0,1,0,25,3,3,0,6,Dropout
1,1,1,9500,1,1,116.8,0,0,20,3,3,2,3,Graduate
1,53,1,9238,42,1,128.3,0,0,23,3,1,0,7,Dropout
1,1,1,9070,1,1,117.0,0,0,20,0,0,2,2,Dropout
1,39,1,8014,1,1,131.5,0,0,27,3,3,2,6,Graduate
1,1,1,9500,1,1,134.8,0,0,18,3,3,2,6,Graduate
1,1,1,9853,1,1,146.6,1,0,18,3,2,1,6,Enrolled
1,7,1,8014,40,1,130.0,1,0,23,3,3,0,5,Dropout
1,1,6,9500,1,1,127.5,1,0,19,3,3,3,5,Graduate
1,1,1,9147,1,1,123.0,0,0,18,3,3,2,2,Graduate
1,43,1,9500,1,1,100.0,1,0,20,3,3,2,5,Graduate
1,1,2,9670,1,1,114.2,1,0,18,2,3,2,7,Graduate
1,1,1,9500,1,1,123.5,1,0,19,3,3,3,6,Graduate
1,44,1,9238,39,1,144.3,1,0,19,3,3,3,7,Graduate
1,1,1,9853,1,1,142.2,0,0,19,2,3,2,6,Enrolled
1,1,1,9085,1,1,161.9,0,0,18,3,3,2,5,Graduate
1,1,1,9238,1,1,135.9,0,0,18,3,3,2,6,Graduate
1,1,2,9773,1,1,110.1,1,0,18,3,3,2,6,Graduate
1,2,1,9853,1,1,122.5,0,0,28,3,3,1,2,Dropout
1,17,1,9254,1,1,138.1,1,0,19,2,0,2,5,Dropout
1,43,1,171,1,1,117.3,1,0,20,0,0,1,5,Dropout
1,1,2,9500,1,1,106.8,1,0,19,3,3,3,7,Graduate
1,1,1,9070,1,1,120.1,0,0,20,3,3,3,6,Graduate
1,1,2,9254,1,1,116.5,1,0,19,3,3,3,7,Graduate
1,51,1,9070,1,1,120.0,1,0,21,3,2,2,7,Enrolled
1,1,1,9853,1,1,139.7,1,0,19,3,3,3,6,Graduate
1,1,2,9070,1,1,123.7,1,0,18,3,3,3,5,Graduate
1,17,2,9130,1,1,116.5,0,0,19,0,0,2,2,Dropout
1,17,1,9670,1,1,122.2,0,0,19,3,3,3,7,Graduate
1,1,1,9773,1,1,146.0,0,0,20,3,3,1,4,Graduate
1,17,2,9853,1,1,108.8,1,0,18,2,3,2,5,Enrolled
1,43,1,171,1,1,133.0,0,0,18,0,0,2,2,Enrolled
1,17,1,9130,1,1,123.8,0,0,18,3,3,2,5,Graduate
1,17,3,9773,1,1,120.0,0,0,18,0,0,2,7,Dropout
1,17,3,9238,1,1,126.9,1,0,18,3,3,2,5,Graduate
1,18,4,9773,1,1,121.3,1,0,20,3,3,2,2,Dropout
1,17,3,9500,1,1,129.0,1,0,19,3,3,3,7,Graduate
1,1,1,9853,1,1,114.9,1,0,21,1,1,0,2,Dropout
1,17,1,9670,3,1,106.5,1,0,20,0,0,0,5,Dropout
1,1,1,9254,1,1,133.9,1,0,18,3,2,2,6,Graduate
1,1,1,9773,1,1,124.9,0,0,20,3,3,3,5,Graduate
1,1,2,9500,1,1,128.5,1,0,19,3,3,3,6,Graduate
1,1,1,9085,6,1,126.2,1,0,22,3,3,2,6,Dropout
1,17,1,9130,1,1,121.7,1,0,22,0,0,1,6,Dropout
1,1,2,9853,1,1,120.0,1,0,18,1,2,2,5,Enrolled
1,43,1,9147,1,1,113.2,0,0,21,2,2,2,5,Enrolled
1,1,1,9238,1,1,120.3,1,0,19,1,3,2,5,Graduate
1,1,4,171,1,1,127.8,1,0,19,0,0,2,5,Dropout
1,1,2,9500,1,1,123.3,1,0,20,3,3,3,6,Dropout
1,1,3,9500,1,1,126.3,1,0,18,3,3,2,2,Graduate
1,51,1,9991,42,1,128.2,0,0,22,2,3,1,7,Dropout
1,17,4,9085,1,1,134.9,1,0,20,3,3,2,5,Graduate
1,44,1,9003,39,1,140.0,0,0,19,3,3,2,7,Graduate
1,1,5,9500,1,1,115.5,1,0,19,3,3,3,7,Graduate
1,1,2,9500,1,1,106.7,1,0,20,2,3,3,6,Enrolled
1,39,1,9991,1,1,140.0,0,0,25,2,2,2,2,Enrolled
1,1,1,9500,1,1,136.6,0,0,19,3,3,3,2,Graduate
1,18,1,9500,1,1,119.3,1,0,19,3,3,2,6,Graduate
1,1,1,9070,1,1,152.0,1,0,19,0,0,1,5,Dropout
1,1,1,9500,1,1,144.3,0,0,20,3,3,2,5,Graduate
1,39,2,9556,1,1,159.0,1,0,25,3,2,2,7,Enrolled
1,17,1,9500,1,1,129.5,1,0,20,3,3,3,5,Graduate
1,39,1,9238,1,1,140.0,1,0,24,2,3,2,6,Enrolled
1,1,3,9670,1,1,105.4,0,0,20,3,3,2,5,Graduate
1,42,1,9500,1,1,136.0,1,0,21,3,3,2,2,Graduate
1,44,1,9003,39,1,160.0,0,0,19,3,3,2,2,Graduate
1,1,1,9773,1,1,139.1,0,0,19,3,3,3,4,Graduate
1,1,2,9670,1,1,126.9,0,0,21,3,3,3,6,Graduate
1,39,1,9500,3,1,184.0,0,0,28,3,3,2,2,Graduate
1,1,1,9238,1,1,125.0,1,0,19,3,3,1,5,Graduate
1,1,1,9147,1,1,138.5,0,0,18,3,3,3,7,Graduate
5,17,5,9500,1,1,133.5,1,0,18,3,3,3,2,Graduate
1,1,3,9500,1,1,141.5,1,0,18,3,3,3,6,Graduate
1,42,1,9500,1,1,130.0,1,0,22,3,3,2,2,Graduate
1,1,1,9147,1,1,131.0,1,0,19,3,2,2,7,Enrolled
1,1,1,9500,1,1,145.0,0,0,18,3,3,3,5,Graduate
1,17,1,9254,1,1,114.3,0,0,20,0,0,1,2,Dropout
1,44,1,171,39,1,108.3,0,0,26,1,1,1,7,Dropout
1,1,3,9070,1,1,125.2,1,0,18,3,3,3,5,Graduate
1,1,1,9254,1,1,131.7,1,0,21,3,1,3,5,Dropout
1,17,4,9500,1,1,126.3,1,0,18,3,3,2,5,Graduate
1,1,1,9085,1,1,147.6,1,0,20,3,3,2,2,Graduate
1,1,6,9500,1,1,125.1,1,0,18,3,3,2,2,Graduate
1,17,6,9147,1,1,123.8,0,0,19,3,2,3,2,Enrolled
1,1,1,9670,1,1,130.8,1,0,20,3,3,2,5,Dropout
1,1,1,9853,1,1,154.1,0,0,18,3,3,2,2,Graduate
1,16,2,9147,1,1,122.6,1,0,20,2,3,3,5,Enrolled
1,1,2,8014,1,1,103.5,1,0,22,3,3,2,5,Graduate
1,1,1,171,1,1,132.8,1,0,18,0,0,2,5,Enrolled
1,51,1,9991,1,1,100.0,0,0,21,3,3,2,7,Graduate
1,18,2,9853,1,1,115.8,0,0,18,3,3,2,5,Enrolled
1,1,1,9500,1,1,133.8,0,0,18,3,3,2,2,Graduate
1,1,1,9070,1,1,118.5,0,0,18,3,3,3,7,Graduate
1,17,1,171,1,1,150.3,1,0,19,0,0,2,2,Dropout
1,17,3,9147,1,1,107.8,1,0,19,2,2,2,5,Enrolled
1,1,1,9500,1,1,127.5,1,0,19,2,2,2,4,Enrolled
1,1,3,9500,1,1,120.5,1,0,19,3,3,2,5,Graduate
1,1,1,9147,1,1,117.3,1,0,19,3,3,2,7,Enrolled
1,17,1,9254,1,1,120.6,1,0,19,1,0,1,5,Dropout
1,16,4,9254,1,1,118.7,1,0,21,3,3,3,7,Graduate
1,1,2,9773,1,41,130.8,0,0,20,3,3,3,2,Graduate
1,1,1,9147,1,1,112.6,1,0,20,3,3,3,6,Graduate
1,39,1,9991,19,1,117.2,0,0,41,3,3,2,5,Graduate
4,7,1,9500,40,1,130.0,1,0,32,2,3,2,7,Enrolled
1,17,3,9500,1,1,131.8,1,0,18,3,3,2,5,Graduate
4,39,1,8014,1,1,97.0,0,0,35,3,3,3,2,Graduate
1,39,1,9500,1,1,130.0,0,0,32,2,0,0,4,Dropout
1,39,1,8014,40,1,148.0,0,0,37,3,3,2,7,Graduate
2,39,2,9147,3,1,103.4,0,0,30,3,3,2,2,Dropout
1,43,2,9773,1,1,127.1,0,1,23,3,3,2,5,Graduate
1,17,2,9773,1,1,124.0,1,0,20,3,3,3,2,Dropout
1,1,1,9670,1,1,121.4,0,1,21,3,3,2,6,Graduate
1,1,1,9147,1,1,118.1,0,1,19,3,3,2,7,Graduate
1,17,4,9500,1,1,121.3,1,1,18,3,3,3,5,Graduate
1,42,1,9119,1,1,119.5,0,1,18,0,0,2,5,Dropout
1,39,1,9991,1,1,115.2,0,1,24,3,3,2,7,Enrolled
1,18,1,9670,1,1,130.2,1,1,22,2,2,2,2,Graduate
1,17,4,9254,1,1,130.0,1,1,18,2,1,2,4,Dropout
1,16,2,9238,1,1,126.9,1,0,18,3,3,2,6,Graduate
1,1,2,9070,1,101,168.5,1,1,21,3,3,2,4,Graduate
4,39,1,9500,1,1,130.0,0,0,38,1,1,1,4,Dropout
1,18,1,9556,1,1,122.8,0,0,19,3,3,3,2,Graduate
6,39,1,9500,1,1,110.0,0,0,36,2,1,2,4,Dropout
1,16,1,9085,1,1,127.1,1,0,18,3,3,2,2,Graduate
1,1,3,9500,1,1,108.5,1,0,19,3,2,2,7,Graduate
1,53,1,9085,42,1,138.2,0,0,21,3,2,0,7,Dropout
1,1,2,9500,1,1,96.0,1,0,19,3,2,2,6,Enrolled
1,1,1,9238,1,1,124.5,0,0,18,3,3,3,4,Graduate
2,7,1,9500,3,1,120.0,1,0,45,3,3,2,5,Enrolled
1,17,1,9147,1,1,132.3,1,0,20,0,0,2,5,Dropout
1,17,1,9254,1,1,120.7,1,0,18,3,2,1,5,Graduate
1,1,1,9670,1,1,132.6,0,0,18,3,3,3,6,Graduate
1,7,2,9130,3,1,140.0,0,0,25,0,0,2,5,Dropout
1,1,6,9500,1,1,124.5,1,0,19,3,3,2,5,Graduate
1,1,1,171,1,1,142.0,1,0,18,0,0,3,5,Graduate
1,7,1,9254,40,1,130.0,0,0,39,3,3,2,5,Graduate
2,39,1,9003,1,1,144.0,0,0,29,3,3,2,2,Graduate
1,17,1,9853,1,1,128.5,1,0,18,3,3,2,5,Enrolled
1,7,1,9070,3,1,140.0,0,0,23,2,0,1,5,Dropout
1,42,1,9853,1,1,113.9,1,0,21,2,1,2,2,Dropout
1,1,1,9238,1,1,137.2,0,0,18,3,3,1,5,Graduate
1,7,1,9085,40,1,140.0,1,0,23,3,3,2,7,Graduate
1,1,1,9130,1,1,152.3,0,0,18,3,3,2,6,Graduate
2,39,1,8014,19,1,112.5,0,0,32,3,3,2,6,Graduate
2,39,2,9147,1,1,101.0,0,0,29,2,1,0,5,Dropout
1,1,6,9238,1,1,112.3,1,0,20,3,2,2,7,Graduate
1,39,1,9238,1,1,114.0,1,0,28,0,0,1,6,Dropout
1,7,1,9147,3,1,130.0,0,0,27,2,3,2,5,Graduate
1,43,2,9500,1,1,121.5,0,0,22,3,3,1,5,Graduate
2,39,1,9003,19,1,120.0,0,0,37,3,3,1,4,Enrolled
1,7,1,8014,3,1,130.0,0,0,28,0,0,1,2,Dropout
2,39,1,9003,1,1,125.7,0,0,43,2,2,0,7,Dropout
1,43,1,9556,1,1,128.0,1,0,32,0,0,1,5,Dropout
1,17,1,9238,1,1,113.2,0,0,20,2,3,3,2,Enrolled
4,39,1,9500,19,1,120.0,0,0,35,3,3,3,6,Graduate
1,1,1,9670,1,1,117.8,1,0,21,2,3,2,5,Graduate
1,1,4,9500,1,1,121.3,1,0,18,3,3,3,7,Enrolled
1,1,1,9500,1,1,169.7,0,0,18,3,3,3,4,Graduate
1,17,4,9238,1,1,117.7,1,0,18,3,2,2,4,Graduate
1,44,1,8014,39,1,121.8,1,0,22,3,3,2,7,Graduate
1,1,2,9500,1,1,128.3,1,0,19,3,3,2,5,Graduate
1,18,2,9147,1,1,132.2,1,0,18,3,3,3,5,Graduate
1,1,2,171,1,1,134.3,1,0,19,0,0,1,7,Dropout
1,1,1,9500,1,1,123.4,0,0,18,3,3,3,6,Graduate
2,39,1,9991,19,1,121.7,0,0,31,0,0,0,4,Dropout
2,39,1,8014,19,1,130.0,0,0,33,3,3,2,6,Graduate
1,1,3,9500,1,1,126.5,1,0,19,3,3,3,6,Graduate
1,17,1,9238,1,1,159.7,1,0,18,3,3,3,2,Graduate
1,1,1,9147,1,1,151.3,0,0,23,2,3,2,5,Graduate
1,17,1,9238,1,1,138.0,1,0,20,3,3,2,6,Graduate
1,1,5,9500,1,1,126.5,1,0,18,3,3,2,6,Graduate
1,53,1,9085,42,1,140.0,1,0,21,3,2,1,7,Enrolled
1,1,1,9238,1,1,112.3,0,0,22,3,3,3,2,Graduate
1,1,1,9238,1,1,127.3,1,0,20,3,3,1,6,Graduate
1,7,1,9500,3,1,130.0,1,0,23,3,3,2,5,Graduate
1,17,2,9773,1,1,115.0,1,0,19,3,3,2,4,Graduate
1,17,6,9500,1,1,131.5,1,0,19,3,3,2,5,Graduate
1,39,1,9991,1,1,125.7,0,0,26,1,2,2,5,Dropout
1,1,6,9500,1,1,126.8,1,0,18,3,3,2,4,Graduate
1,18,1,9119,1,1,132.4,1,1,18,0,0,2,6,Dropout
1,44,1,9003,39,1,150.0,1,1,20,3,3,2,4,Graduate
1,1,1,9670,1,1,95.0,0,1,19,0,0,2,2,Dropout
1,43,1,9991,1,1,128.2,0,1,32,2,3,1,5,Dropout
2,39,1,9130,1,1,130.0,0,1,31,1,2,1,6,Dropout
1,39,1,9119,19,1,100.0,0,1,25,0,0,2,5,Enrolled
1,42,1,9085,39,1,159.9,1,0,21,3,3,2,4,Graduate
2,43,1,9991,1,1,100.0,0,0,31,2,0,1,2,Dropout
2,39,1,9853,1,1,116.5,0,0,34,0,0,2,4,Dropout
1,1,1,9238,1,1,120.0,0,0,18,3,3,3,6,Graduate
1,1,3,9238,1,1,117.0,1,0,19,0,0,1,7,Dropout
1,53,1,9670,42,1,140.0,1,0,21,0,0,1,7,Enrolled
1,1,2,9853,1,1,118.1,1,0,18,1,3,1,6,Dropout
1,1,1,9254,1,1,153.5,1,0,20,3,3,2,6,Graduate
1,43,1,9773,1,1,127.9,1,0,20,3,3,2,2,Graduate
1,17,3,9670,1,1,118.8,1,0,18,3,3,3,6,Graduate
1,1,1,9238,1,1,126.7,1,0,19,2,3,2,5,Graduate
1,43,1,9085,1,1,170.0,1,0,19,0,3,2,2,Enrolled
4,39,1,9130,1,1,110.0,1,0,30,0,0,3,6,Dropout
1,17,1,9238,1,1,115.0,1,0,19,3,3,2,6,Graduate
1,1,3,9556,1,1,119.0,1,0,19,3,3,2,2,Graduate
1,1,4,9500,1,1,121.8,1,0,19,3,3,3,2,Graduate
1,1,1,9085,1,1,133.4,1,0,19,3,3,2,7,Graduate
1,1,3,9238,1,1,131.4,1,0,20,3,3,2,5,Graduate
1,42,1,9119,1,1,135.0,0,1,25,0,1,1,5,Dropout
1,1,2,9773,1,1,122.8,0,1,19,0,0,2,7,Dropout
2,39,1,9853,1,1,140.0,0,0,34,3,3,2,6,Graduate
1,18,2,9500,1,1,125.3,1,0,18,3,3,3,2,Graduate
1,1,6,9500,1,1,126.3,1,0,18,3,3,3,6,Graduate
1,1,1,9670,1,1,100.0,0,0,20,3,3,2,6,Graduate
1,17,2,9500,1,1,121.3,1,0,20,3,3,3,5,Graduate
1,53,1,9991,1,1,135.0,0,0,23,2,2,1,7,Enrolled
1,39,1,9670,1,1,120.0,0,0,28,0,0,2,5,Dropout
1,17,1,9773,1,1,113.7,0,0,18,3,3,2,2,Enrolled
1,43,1,9147,1,1,129.7,1,0,19,3,3,2,4,Graduate
2,1,1,9147,1,1,132.1,1,0,34,1,3,2,5,Dropout
2,51,1,9853,1,1,120.3,0,0,35,0,0,2,7,Dropout
1,7,1,9991,40,1,120.0,0,0,32,3,3,2,7,Graduate
1,17,2,9254,1,1,123.1,1,0,19,3,3,2,6,Graduate
1,17,5,9670,1,1,119.4,1,0,18,2,3,2,6,Graduate
2,39,1,9147,1,1,140.0,0,0,35,3,3,1,6,Dropout
1,39,1,8014,1,1,116.5,0,1,24,2,2,3,7,Enrolled
1,17,1,9238,1,1,113.0,1,0,20,3,3,3,5,Graduate
1,1,3,9773,1,11,133.9,1,1,18,3,3,3,4,Graduate
1,1,3,9500,1,1,115.5,1,1,20,3,3,3,5,Graduate
1,17,5,9254,1,1,116.5,1,1,18,0,0,1,6,Dropout
1,1,1,9119,1,1,171.2,0,1,18,3,3,3,7,Graduate
1,1,1,9670,1,1,119.1,0,1,20,3,3,3,6,Graduate
1,17,2,9853,1,1,121.1,1,1,19,3,3,2,7,Dropout
1,1,2,9070,1,1,132.9,1,1,20,3,3,3,5,Enrolled
1,1,1,9238,1,1,132.8,0,1,19,3,3,2,5,Graduate
1,1,1,9773,1,1,126.7,1,1,20,3,2,2,5,Graduate
1,1,1,9500,1,1,105.8,1,1,22,3,3,2,6,Graduate
1,17,2,9119,1,1,117.2,0,1,18,3,3,3,6,Enrolled
1,1,1,9500,1,1,140.0,0,1,19,3,3,2,2,Graduate
1,44,1,9003,39,1,120.0,0,1,22,1,1,2,5,Dropout
1,17,5,9119,1,11,119.5,1,1,20,3,3,2,7,Graduate
2,39,1,9003,1,1,153.9,0,1,34,0,0,0,7,Dropout
2,39,1,8014,19,1,130.0,0,1,24,0,0,2,4,Dropout
1,39,2,9670,1,1,107.0,1,1,26,0,0,2,5,Dropout
1,39,1,9500,1,1,132.8,0,1,35,2,2,2,7,Dropout
1,1,1,9991,1,1,127.5,1,1,22,3,3,2,5,Graduate
1,18,1,9254,1,1,123.3,1,1,26,2,1,2,6,Enrolled
1,17,1,9147,1,1,122.0,0,1,19,2,0,2,7,Dropout
1,1,5,9254,1,1,114.8,1,1,19,0,0,1,7,Dropout
1,44,1,171,39,1,140.0,0,1,20,0,0,1,2,Graduate
1,51,1,9670,1,1,111.0,0,1,21,3,3,1,6,Graduate
1,1,2,9773,1,1,133.2,1,0,19,3,3,3,5,Graduate
1,1,3,9773,1,1,123.0,1,0,18,3,3,2,2,Graduate
1,53,1,9003,42,1,150.0,0,0,23,3,3,3,7,Graduate
1,17,3,9147,1,1,132.3,1,0,18,3,3,3,2,Graduate
1,18,1,9500,1,1,126.0,1,0,18,3,3,2,2,Graduate
1,1,3,9500,1,1,119.3,1,0,19,3,3,2,5,Graduate
1,53,1,9147,42,1,133.8,1,0,21,3,3,2,7,Graduate
1,1,1,9085,1,1,126.5,1,0,18,3,3,3,2,Graduate
1,1,1,9773,1,1,138.4,1,0,24,3,3,3,5,Graduate
1,1,4,9500,1,1,129.0,1,0,18,3,3,2,4,Dropout
1,1,1,9670,1,1,118.3,1,0,18,3,1,2,5,Enrolled
1,17,2,9500,1,1,129.8,1,0,20,3,3,2,7,Graduate
1,17,2,9085,1,1,113.6,1,0,19,2,3,2,6,Enrolled
1,1,5,9773,1,1,128.3,1,0,18,1,1,2,5,Dropout
1,43,1,9254,1,1,130.0,0,0,19,2,1,3,5,Dropout
1,17,2,9853,1,1,121.9,1,0,19,3,3,2,5,Graduate
1,1,5,9238,3,1,129.4,0,0,18,3,3,1,5,Graduate
1,1,2,9853,1,1,115.3,1,0,20,3,3,2,6,Enrolled
1,1,5,9500,1,1,125.5,1,0,18,3,3,3,6,Graduate
1,17,6,9556,1,1,117.8,1,0,19,3,3,3,6,Graduate
1,17,3,9147,1,1,118.7,1,0,18,3,1,2,5,Enrolled
1,1,2,9500,1,1,139.0,1,0,18,3,3,2,5,Graduate
1,1,1,9085,1,1,98.9,1,0,21,2,1,2,6,Enrolled
1,17,1,9254,1,1,137.7,1,0,19,0,0,0,5,Dropout
1,1,4,9500,1,1,113.6,1,0,21,3,3,2,7,Graduate
1,1,1,9085,1,1,113.4,0,0,18,2,1,2,6,Enrolled
1,17,3,9556,1,1,128.5,0,0,18,3,3,3,2,Graduate
1,1,1,9500,1,1,142.8,0,0,18,3,3,2,6,Graduate
1,1,1,9130,1,1,137.7,0,0,23,0,0,1,5,Dropout
1,1,1,9238,1,1,103.5,1,0,20,1,2,2,4,Enrolled
1,1,1,9500,1,1,123.2,0,0,18,3,3,2,4,Graduate
1,17,2,9853,1,1,126.0,1,0,19,3,3,2,5,Enrolled
1,39,1,9500,1,1,121.7,0,0,27,3,3,3,7,Enrolled
1,17,1,9147,1,1,142.8,1,0,19,3,3,1,6,Enrolled
1,43,1,9130,1,1,120.0,1,0,21,3,3,2,2,Dropout
1,18,1,9500,1,1,119.3,1,0,19,3,3,3,5,Graduate
1,44,1,9238,1,1,121.0,0,0,21,3,3,3,5,Graduate
1,1,5,9773,1,1,139.4,1,0,18,3,2,2,5,Graduate
1,17,1,9085,1,1,113.9,1,0,20,3,3,3,2,Graduate
1,1,1,9853,1,1,124.6,1,0,18,3,3,3,6,Graduate
1,17,1,9070,1,1,123.8,1,0,18,3,3,1,2,Dropout
1,1,3,9085,1,1,126.3,1,0,18,3,3,2,7,Graduate
1,17,4,9773,1,1,120.4,1,0,18,3,3,3,4,Graduate
1,1,3,9500,1,1,120.5,1,0,19,2,3,3,7,Enrolled
1,53,1,9085,42,1,144.9,1,0,23,3,3,0,7,Enrolled
1,39,1,9085,19,1,139.9,1,0,24,3,3,3,7,Graduate
1,1,1,171,1,1,133.3,1,0,19,0,0,2,5,Graduate
1,1,3,9500,1,1,126.0,1,0,18,3,3,2,2,Graduate
1,1,2,9070,1,1,133.5,0,0,19,3,3,2,2,Graduate
1,17,2,9853,1,1,127.9,1,0,19,0,0,2,5,Dropout
1,1,1,9238,1,1,105.9,0,0,20,3,3,3,6,Enrolled
1,1,1,9085,1,1,124.3,0,0,20,3,3,2,5,Enrolled
1,39,1,9773,1,1,102.5,0,0,26,2,0,2,5,Dropout
1,39,1,9254,19,1,97.0,0,1,36,0,0,0,2,Dropout
1,17,1,171,1,1,134.7,0,1,19,0,0,1,5,Dropout
1,42,1,9119,1,1,113.8,0,1,27,0,0,1,2,Dropout
1,1,4,9119,1,1,116.9,0,1,18,0,0,2,7,Dropout
1,1,4,9500,1,1,124.0,1,1,18,3,3,3,5,Graduate
1,39,1,9070,1,1,117.5,0,1,28,0,0,2,7,Dropout
1,44,1,171,39,1,154.8,1,1,21,0,0,2,7,Graduate
1,1,1,9500,1,1,141.0,0,1,19,3,3,2,5,Graduate
1,39,1,9670,9,1,120.0,0,1,26,0,0,0,6,Dropout
1,51,1,9119,1,1,133.6,1,1,20,3,3,2,6,Dropout
1,1,6,9500,1,1,122.0,1,1,19,3,3,2,2,Graduate
1,1,1,9147,1,1,120.0,1,1,21,2,3,2,2,Dropout
1,53,1,9670,42,1,114.2,0,1,23,3,3,3,7,Graduate
1,39,1,8014,38,1,95.5,0,1,29,3,3,2,6,Graduate
1,1,1,9500,1,1,120.0,0,1,20,3,3,2,2,Graduate
1,1,1,9238,1,1,111.1,0,1,18,3,3,2,2,Graduate
1,1,1,9773,1,1,128.6,1,1,19,3,3,2,6,Graduate
1,7,1,9556,3,1,130.0,0,1,23,1,1,1,5,Dropout
1,1,1,171,1,1,111.1,0,1,21,0,0,2,5,Dropout
1,17,1,9147,1,1,122.7,1,1,18,3,3,2,2,Enrolled
1,1,1,171,1,1,134.4,1,1,18,0,0,3,5,Graduate
1,1,5,9070,1,1,131.0,1,1,21,0,0,0,6,Dropout
1,51,1,9238,1,1,125.0,0,1,22,0,0,2,6,Dropout
1,18,1,9556,1,1,106.0,1,1,21,3,2,2,7,Graduate
1,39,1,9500,1,1,128.0,1,1,32,0,0,1,4,Dropout
1,7,1,9003,3,1,120.0,1,1,27,3,3,2,2,Graduate
1,1,1,9500,1,1,134.8,1,1,18,3,3,2,5,Graduate
1,39,1,9070,1,1,112.0,1,1,24,3,1,3,2,Graduate
1,1,1,9130,1,1,116.1,1,1,22,1,0,2,2,Dropout
1,43,1,9130,1,1,120.0,1,1,22,0,0,1,5,Dropout
1,1,3,9147,1,1,119.7,1,1,19,3,3,2,5,Graduate
1,17,6,9119,1,1,117.1,1,1,19,0,0,2,5,Dropout
1,1,2,9085,1,1,112.4,1,1,21,3,2,2,5,Enrolled
1,1,2,9500,1,1,131.0,1,0,18,3,3,3,6,Graduate
1,1,2,9254,1,1,130.9,1,0,18,3,3,2,6,Graduate
1,1,1,171,1,1,134.9,1,0,20,0,0,1,4,Dropout
1,17,1,9238,1,1,127.1,1,0,19,3,3,2,5,Graduate
1,17,5,9773,1,1,110.2,1,0,19,3,3,1,7,Graduate
1,17,1,9254,1,1,108.7,1,0,18,3,3,3,7,Graduate
1,1,1,9130,1,1,138.0,1,0,20,3,3,2,4,Enrolled
1,44,1,9070,39,1,147.7,0,0,22,3,3,2,7,Graduate
