Marital Status,Application mode,Application order,Course,Previous qualification,Nacionality,Admission grade,Displaced,Gender,Age at enrollment,Economic Status,Financial Status,Success rate 1st sem,Success rate 2nd sem,Target
*,Alternative_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[95, 130[",1,1,"[17, 23[","[5, 8[",2,1,2,Enrolled
*,Alternative_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[95, 130[",1,1,"[17, 23[","[5, 8[",2,0,0,Enrolled
*,Alternative_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[95, 130[",1,1,"[17, 23[","[5, 8[",3,1,1,Enrolled
*,Alternative_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[95, 130[",1,1,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Alternative_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[95, 130[",1,1,"[17, 23[","[5, 8[",2,1,1,Dropout
*,Alternative_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[95, 130[",1,1,"[17, 23[","[5, 8[",2,3,3,Dropout
*,Alternative_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[95, 130[",1,1,"[17, 23[","[5, 8[",2,3,2,Dropout
*,Alternative_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[95, 130[",1,1,"[17, 23[","[5, 8[",2,0,0,Dropout
*,Alternative_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[95, 130[",1,1,"[17, 23[","[5, 8[",2,0,0,Dropout
*,Alternative_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[95, 130[",1,1,"[17, 23[","[5, 8[",2,0,0,Dropout
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",1,3,2,Enrolled
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Enrolled
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,0,0,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",1,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,2,Dropout
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",1,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",1,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,2,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,0,Dropout
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Enrolled
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,0,0,Dropout
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",1,2,1,Dropout
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Enrolled
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Enrolled
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,2,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,2,3,Enrolled
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,1,Enrolled
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,2,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,0,0,Enrolled
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,2,0,Dropout
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,1,0,Dropout
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,0,0,Dropout
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,0,1,Dropout
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,0,3,Enrolled
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Dropout
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",1,1,3,Enrolled
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,0,0,Dropout
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,0,Dropout
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Dropout
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",3,3,3,Enrolled
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,2,3,Enrolled
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,0,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",1,0,0,Dropout
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",3,0,0,Enrolled
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,3,2,Enrolled
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,0,0,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",3,0,0,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,3,1,Dropout
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,0,0,Dropout
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,0,0,Dropout
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,0,0,Enrolled
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,3,3,Enrolled
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",3,0,0,Dropout
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,0,0,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",1,3,1,Enrolled
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",3,3,2,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,2,2,Dropout
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",1,3,3,Enrolled
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",1,2,1,Enrolled
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",3,3,3,Graduate
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,1,0,Dropout
*,Traditional_Access,"[0, 3[",SHAPE,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,3,3,Enrolled
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,3,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,1,2,Enrolled
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,3,1,Dropout
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,3,2,Enrolled
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,2,3,Graduate
*,Traditional_Access,"[0, 3[",STEM,Basic_Secondary,Portuguese,"[130, 191[",0,1,"[17, 23[","[5, 8[",2,2,2,Graduate
