Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Admission grade,Displaced,Educational special needs,Gender,Age at enrollment,Unemployment rate,Inflation rate,GDP,Target,Success rate 1st sem,Success rate 2nd sem,Financial Status
4,39,1,9500,1,1,1,130.0,0,0,0,38,16.2,0.3,-0.92,Dropout,1,1,1
1,18,1,9556,1,1,1,122.8,0,0,0,19,12.7,3.7,-1.7,Graduate,3,3,3
6,39,1,9500,1,1,1,110.0,0,0,0,36,16.2,0.3,-0.92,Dropout,2,1,2
1,16,1,9085,1,1,1,127.1,1,0,0,18,12.7,3.7,-1.7,Graduate,3,3,2
1,1,3,9500,1,1,1,108.5,1,0,0,19,12.4,0.5,1.79,Graduate,3,2,2
1,53,1,9085,1,42,1,138.2,0,0,0,21,8.9,1.4,3.51,Dropout,3,2,0
1,1,2,9500,1,1,1,96.0,1,0,0,19,11.1,0.6,2.02,Enrolled,3,2,2
1,1,1,9238,1,1,1,124.5,0,0,0,18,16.2,0.3,-0.92,Graduate,3,3,3
2,7,1,9500,1,3,1,120.0,1,0,0,45,13.9,-0.3,0.79,Enrolled,3,3,2
1,17,1,9147,1,1,1,132.3,1,0,0,20,7.6,2.6,0.32,Dropout,0,0,2
1,17,1,9254,1,1,1,120.7,1,0,0,18,13.9,-0.3,0.79,Graduate,3,2,1
1,1,1,9670,1,1,1,132.6,0,0,0,18,11.1,0.6,2.02,Graduate,3,3,3
1,7,2,9130,1,3,1,140.0,0,0,0,25,10.8,1.4,1.74,Dropout,0,0,2
1,1,6,9500,1,1,1,124.5,1,0,0,19,10.8,1.4,1.74,Graduate,3,3,2
1,1,1,171,1,1,1,142.0,1,0,0,18,13.9,-0.3,0.79,Graduate,0,0,3
1,7,1,9254,1,40,1,130.0,0,0,0,39,13.9,-0.3,0.79,Graduate,3,3,2
2,39,1,9003,1,1,1,144.0,0,0,0,29,15.5,2.8,-4.06,Graduate,3,3,2
1,17,1,9853,1,1,1,128.5,1,0,0,18,13.9,-0.3,0.79,Enrolled,3,3,2
1,7,1,9070,1,3,1,140.0,0,0,0,23,10.8,1.4,1.74,Dropout,2,0,1
1,42,1,9853,1,1,1,113.9,1,0,0,21,12.7,3.7,-1.7,Dropout,2,1,2
1,1,1,9238,1,1,1,137.2,0,0,0,18,10.8,1.4,1.74,Graduate,3,3,1
1,7,1,9085,1,40,1,140.0,1,0,0,23,12.4,0.5,1.79,Graduate,3,3,2
1,1,1,9130,1,1,1,152.3,0,0,0,18,11.1,0.6,2.02,Graduate,3,3,2
2,39,1,8014,0,19,1,112.5,0,0,0,32,9.4,-0.8,-3.12,Graduate,3,3,2
2,39,2,9147,1,1,1,101.0,0,0,0,29,10.8,1.4,1.74,Dropout,2,1,0
1,1,6,9238,1,1,1,112.3,1,0,0,20,8.9,1.4,3.51,Graduate,3,2,2
1,39,1,9238,1,1,1,114.0,1,0,0,28,9.4,-0.8,-3.12,Dropout,0,0,1
1,7,1,9147,1,3,1,130.0,0,0,0,27,10.8,1.4,1.74,Graduate,2,3,2
1,43,2,9500,1,1,1,121.5,0,0,0,22,7.6,2.6,0.32,Graduate,3,3,1
2,39,1,9003,1,19,1,120.0,0,0,0,37,16.2,0.3,-0.92,Enrolled,3,3,1
1,7,1,8014,0,3,1,130.0,0,0,0,28,12.7,3.7,-1.7,Dropout,0,0,1
2,39,1,9003,1,1,1,125.7,0,0,0,43,8.9,1.4,3.51,Dropout,2,2,0
1,43,1,9556,1,1,1,128.0,1,0,0,32,10.8,1.4,1.74,Dropout,0,0,1
1,17,1,9238,1,1,1,113.2,0,0,0,20,15.5,2.8,-4.06,Enrolled,2,3,3
4,39,1,9500,1,19,1,120.0,0,0,0,35,9.4,-0.8,-3.12,Graduate,3,3,3
1,1,1,9670,1,1,1,117.8,1,0,0,21,7.6,2.6,0.32,Graduate,2,3,2
1,1,4,9500,1,1,1,121.3,1,0,0,18,12.4,0.5,1.79,Enrolled,3,3,3
1,1,1,9500,1,1,1,169.7,0,0,0,18,16.2,0.3,-0.92,Graduate,3,3,3
1,17,4,9238,1,1,1,117.7,1,0,0,18,16.2,0.3,-0.92,Graduate,3,2,2
1,44,1,8014,0,39,1,121.8,1,0,0,22,12.4,0.5,1.79,Graduate,3,3,2
1,1,2,9500,1,1,1,128.3,1,0,0,19,10.8,1.4,1.74,Graduate,3,3,2
1,18,2,9147,1,1,1,132.2,1,0,0,18,13.9,-0.3,0.79,Graduate,3,3,3
1,1,2,171,1,1,1,134.3,1,0,0,19,12.4,0.5,1.79,Dropout,0,0,1
1,1,1,9500,1,1,1,123.4,0,0,0,18,11.1,0.6,2.02,Graduate,3,3,3
2,39,1,9991,0,19,1,121.7,0,0,0,31,16.2,0.3,-0.92,Dropout,0,0,0
2,39,1,8014,0,19,1,130.0,0,0,0,33,9.4,-0.8,-3.12,Graduate,3,3,2
1,1,3,9500,1,1,1,126.5,1,0,0,19,9.4,-0.8,-3.12,Graduate,3,3,3
1,17,1,9238,1,1,1,159.7,1,0,0,18,12.7,3.7,-1.7,Graduate,3,3,3
1,1,1,9147,1,1,1,151.3,0,0,0,23,7.6,2.6,0.32,Graduate,2,3,2
1,17,1,9238,1,1,1,138.0,1,0,0,20,9.4,-0.8,-3.12,Graduate,3,3,2
1,1,5,9500,1,1,1,126.5,1,0,0,18,9.4,-0.8,-3.12,Graduate,3,3,2
1,53,1,9085,1,42,1,140.0,1,0,0,21,8.9,1.4,3.51,Enrolled,3,2,1
1,1,1,9238,1,1,1,112.3,0,0,0,22,12.7,3.7,-1.7,Graduate,3,3,3
1,1,1,9238,1,1,1,127.3,1,0,0,20,9.4,-0.8,-3.12,Graduate,3,3,1
1,7,1,9500,1,3,1,130.0,1,0,0,23,7.6,2.6,0.32,Graduate,3,3,2
1,17,2,9773,1,1,1,115.0,1,0,0,19,16.2,0.3,-0.92,Graduate,3,3,2
1,17,6,9500,1,1,1,131.5,1,0,0,19,10.8,1.4,1.74,Graduate,3,3,2
1,39,1,9991,0,1,1,125.7,0,0,0,26,10.8,1.4,1.74,Dropout,1,2,2
1,1,6,9500,1,1,1,126.8,1,0,0,18,16.2,0.3,-0.92,Graduate,3,3,2
1,18,1,9119,1,1,1,132.4,1,0,1,18,9.4,-0.8,-3.12,Dropout,0,0,2
1,44,1,9003,1,39,1,150.0,1,0,1,20,16.2,0.3,-0.92,Graduate,3,3,2
1,1,1,9670,1,1,1,95.0,0,0,1,19,15.5,2.8,-4.06,Dropout,0,0,2
1,43,1,9991,0,1,1,128.2,0,0,1,32,10.8,1.4,1.74,Dropout,2,3,1
2,39,1,9130,1,1,1,130.0,0,0,1,31,9.4,-0.8,-3.12,Dropout,1,2,1
1,39,1,9119,1,19,1,100.0,0,0,1,25,13.9,-0.3,0.79,Enrolled,0,0,2
1,42,1,9085,1,39,1,159.9,1,0,0,21,16.2,0.3,-0.92,Graduate,3,3,2
2,43,1,9991,0,1,1,100.0,0,0,0,31,12.7,3.7,-1.7,Dropout,2,0,1
2,39,1,9853,1,1,1,116.5,0,0,0,34,16.2,0.3,-0.92,Dropout,0,0,2
1,1,1,9238,1,1,1,120.0,0,0,0,18,11.1,0.6,2.02,Graduate,3,3,3
1,1,3,9238,1,1,1,117.0,1,0,0,19,12.4,0.5,1.79,Dropout,0,0,1
1,53,1,9670,1,42,1,140.0,1,0,0,21,8.9,1.4,3.51,Enrolled,0,0,1
1,1,2,9853,1,1,1,118.1,1,0,0,18,9.4,-0.8,-3.12,Dropout,1,3,1
1,1,1,9254,1,1,1,153.5,1,0,0,20,11.1,0.6,2.02,Graduate,3,3,2
1,43,1,9773,1,1,1,127.9,1,0,0,20,15.5,2.8,-4.06,Graduate,3,3,2
1,17,3,9670,1,1,1,118.8,1,1,0,18,11.1,0.6,2.02,Graduate,3,3,3
1,1,1,9238,1,1,1,126.7,1,0,0,19,7.6,2.6,0.32,Graduate,2,3,2
1,43,1,9085,1,1,1,170.0,1,0,0,19,12.7,3.7,-1.7,Enrolled,0,3,2
4,39,1,9130,1,1,1,110.0,1,0,0,30,11.1,0.6,2.02,Dropout,0,0,3
1,17,1,9238,1,1,1,115.0,1,0,0,19,11.1,0.6,2.02,Graduate,3,3,2
1,1,3,9556,1,1,1,119.0,1,0,0,19,12.7,3.7,-1.7,Graduate,3,3,2
1,1,4,9500,1,1,1,121.8,1,0,0,19,12.7,3.7,-1.7,Graduate,3,3,3
1,1,1,9085,1,1,1,133.4,1,0,0,19,12.4,0.5,1.79,Graduate,3,3,2
1,1,3,9238,1,1,1,131.4,1,0,0,20,7.6,2.6,0.32,Graduate,3,3,2
1,42,1,9119,1,1,1,135.0,0,0,1,25,13.9,-0.3,0.79,Dropout,0,1,1
1,1,2,9773,1,1,1,122.8,0,0,1,19,12.4,0.5,1.79,Dropout,0,0,2
2,39,1,9853,1,1,1,140.0,0,0,0,34,9.4,-0.8,-3.12,Graduate,3,3,2
1,18,2,9500,1,1,1,125.3,1,0,0,18,12.7,3.7,-1.7,Graduate,3,3,3
1,1,6,9500,1,1,1,126.3,1,0,0,18,9.4,-0.8,-3.12,Graduate,3,3,3
1,1,1,9670,1,1,1,100.0,0,0,0,20,11.1,0.6,2.02,Graduate,3,3,2
1,17,2,9500,1,1,1,121.3,1,0,0,20,10.8,1.4,1.74,Graduate,3,3,3
1,53,1,9991,0,1,1,135.0,0,0,0,23,8.9,1.4,3.51,Enrolled,2,2,1
1,39,1,9670,1,1,1,120.0,0,0,0,28,10.8,1.4,1.74,Dropout,0,0,2
1,17,1,9773,1,1,1,113.7,0,0,0,18,15.5,2.8,-4.06,Enrolled,3,3,2
1,43,1,9147,1,1,1,129.7,1,0,0,19,16.2,0.3,-0.92,Graduate,3,3,2
2,1,1,9147,1,1,1,132.1,1,0,0,34,7.6,2.6,0.32,Dropout,1,3,2
2,51,1,9853,1,1,1,120.3,0,0,0,35,8.9,1.4,3.51,Dropout,0,0,2
1,7,1,9991,0,40,1,120.0,0,0,0,32,12.4,0.5,1.79,Graduate,3,3,2
1,17,2,9254,1,1,1,123.1,1,0,0,19,11.1,0.6,2.02,Graduate,3,3,2
1,17,5,9670,1,1,1,119.4,1,0,0,18,11.1,0.6,2.02,Graduate,2,3,2
2,39,1,9147,1,1,1,140.0,0,0,0,35,9.4,-0.8,-3.12,Dropout,3,3,1
1,39,1,8014,0,1,1,116.5,0,0,1,24,12.4,0.5,1.79,Enrolled,2,2,3
1,17,1,9238,1,1,1,113.0,1,0,0,20,13.9,-0.3,0.79,Graduate,3,3,3
1,1,3,9773,1,1,11,133.9,1,0,1,18,16.2,0.3,-0.92,Graduate,3,3,3
1,1,3,9500,1,1,1,115.5,1,0,1,20,10.8,1.4,1.74,Graduate,3,3,3
1,17,5,9254,1,1,1,116.5,1,0,1,18,9.4,-0.8,-3.12,Dropout,0,0,1
1,1,1,9119,1,1,1,171.2,0,0,1,18,12.4,0.5,1.79,Graduate,3,3,3
1,1,1,9670,1,1,1,119.1,0,0,1,20,9.4,-0.8,-3.12,Graduate,3,3,3
1,17,2,9853,1,1,1,121.1,1,0,1,19,12.4,0.5,1.79,Dropout,3,3,2
1,1,2,9070,1,1,1,132.9,1,0,1,20,7.6,2.6,0.32,Enrolled,3,3,3
1,1,1,9238,1,1,1,132.8,0,0,1,19,10.8,1.4,1.74,Graduate,3,3,2
1,1,1,9773,1,1,1,126.7,1,0,1,20,7.6,2.6,0.32,Graduate,3,2,2
1,1,1,9500,1,1,1,105.8,1,0,1,22,11.1,0.6,2.02,Graduate,3,3,2
1,17,2,9119,1,1,1,117.2,0,0,1,18,11.1,0.6,2.02,Enrolled,3,3,3
1,1,1,9500,1,1,1,140.0,0,0,1,19,12.7,3.7,-1.7,Graduate,3,3,2
1,44,1,9003,1,39,1,120.0,0,0,1,22,13.9,-0.3,0.79,Dropout,1,1,2
1,17,5,9119,1,1,11,119.5,1,0,1,20,8.9,1.4,3.51,Graduate,3,3,2
2,39,1,9003,1,1,1,153.9,0,0,1,34,12.4,0.5,1.79,Dropout,0,0,0
2,39,1,8014,0,19,1,130.0,0,0,1,24,16.2,0.3,-0.92,Dropout,0,0,2
1,39,2,9670,1,1,1,107.0,1,0,1,26,7.6,2.6,0.32,Dropout,0,0,2
1,39,1,9500,1,1,1,132.8,0,0,1,35,12.4,0.5,1.79,Dropout,2,2,2
1,1,1,9991,0,1,1,127.5,1,0,1,22,7.6,2.6,0.32,Graduate,3,3,2
1,18,1,9254,1,1,1,123.3,1,0,1,26,9.4,-0.8,-3.12,Enrolled,2,1,2
1,17,1,9147,1,1,1,122.0,0,0,1,19,8.9,1.4,3.51,Dropout,2,0,2
1,1,5,9254,1,1,1,114.8,1,0,1,19,8.9,1.4,3.51,Dropout,0,0,1
1,44,1,171,1,39,1,140.0,0,0,1,20,15.5,2.8,-4.06,Graduate,0,0,1
1,51,1,9670,1,1,1,111.0,0,0,1,21,11.1,0.6,2.02,Graduate,3,3,1
1,1,2,9773,1,1,1,133.2,1,0,0,19,13.9,-0.3,0.79,Graduate,3,3,3
1,1,3,9773,1,1,1,123.0,1,0,0,18,12.7,3.7,-1.7,Graduate,3,3,2
1,53,1,9003,1,42,1,150.0,0,0,0,23,8.9,1.4,3.51,Graduate,3,3,3
1,17,3,9147,1,1,1,132.3,1,0,0,18,12.7,3.7,-1.7,Graduate,3,3,3
1,18,1,9500,1,1,1,126.0,1,0,0,18,12.7,3.7,-1.7,Graduate,3,3,2
1,1,3,9500,1,1,1,119.3,1,0,0,19,10.8,1.4,1.74,Graduate,3,3,2
1,53,1,9147,1,42,1,133.8,1,0,0,21,8.9,1.4,3.51,Graduate,3,3,2
1,1,1,9085,1,1,1,126.5,1,0,0,18,15.5,2.8,-4.06,Graduate,3,3,3
1,1,1,9773,1,1,1,138.4,1,0,0,24,10.8,1.4,1.74,Graduate,3,3,3
1,1,4,9500,1,1,1,129.0,1,0,0,18,16.2,0.3,-0.92,Dropout,3,3,2
1,1,1,9670,1,1,1,118.3,1,0,0,18,13.9,-0.3,0.79,Enrolled,3,1,2
1,17,2,9500,1,1,1,129.8,1,0,0,20,12.4,0.5,1.79,Graduate,3,3,2
1,17,2,9085,1,1,1,113.6,1,0,0,19,9.4,-0.8,-3.12,Enrolled,2,3,2
1,1,5,9773,1,1,1,128.3,1,0,0,18,7.6,2.6,0.32,Dropout,1,1,2
1,43,1,9254,1,1,1,130.0,0,0,0,19,10.8,1.4,1.74,Dropout,2,1,3
1,17,2,9853,1,1,1,121.9,1,0,0,19,10.8,1.4,1.74,Graduate,3,3,2
1,1,5,9238,1,3,1,129.4,0,0,0,18,10.8,1.4,1.74,Graduate,3,3,1
1,1,2,9853,1,1,1,115.3,1,0,0,20,11.1,0.6,2.02,Enrolled,3,3,2
1,1,5,9500,1,1,1,125.5,1,0,0,18,9.4,-0.8,-3.12,Graduate,3,3,3
1,17,6,9556,1,1,1,117.8,1,0,0,19,11.1,0.6,2.02,Graduate,3,3,3
1,17,3,9147,1,1,1,118.7,1,0,0,18,13.9,-0.3,0.79,Enrolled,3,1,2
1,1,2,9500,1,1,1,139.0,1,0,0,18,7.6,2.6,0.32,Graduate,3,3,2
1,1,1,9085,1,1,1,98.9,1,0,0,21,11.1,0.6,2.02,Enrolled,2,1,2
1,17,1,9254,1,1,1,137.7,1,0,0,19,7.6,2.6,0.32,Dropout,0,0,0
1,1,4,9500,1,1,1,113.6,1,0,0,21,12.4,0.5,1.79,Graduate,3,3,2
1,1,1,9085,1,1,1,113.4,0,0,0,18,11.1,0.6,2.02,Enrolled,2,1,2
1,17,3,9556,1,1,1,128.5,0,0,0,18,12.7,3.7,-1.7,Graduate,3,3,3
1,1,1,9500,1,1,1,142.8,0,0,0,18,11.1,0.6,2.02,Graduate,3,3,2
1,1,1,9130,1,1,1,137.7,0,0,0,23,10.8,1.4,1.74,Dropout,0,0,1
1,1,1,9238,1,1,1,103.5,1,0,0,20,16.2,0.3,-0.92,Enrolled,1,2,2
1,1,1,9500,1,1,1,123.2,0,0,0,18,16.2,0.3,-0.92,Graduate,3,3,2
1,17,2,9853,1,1,1,126.0,1,0,0,19,7.6,2.6,0.32,Enrolled,3,3,2
1,39,1,9500,1,1,1,121.7,0,0,0,27,12.4,0.5,1.79,Enrolled,3,3,3
1,17,1,9147,1,1,1,142.8,1,0,0,19,11.1,0.6,2.02,Enrolled,3,3,1
1,43,1,9130,1,1,1,120.0,1,0,0,21,15.5,2.8,-4.06,Dropout,3,3,2
1,18,1,9500,1,1,1,119.3,1,0,0,19,10.8,1.4,1.74,Graduate,3,3,3
1,44,1,9238,1,1,1,121.0,0,0,0,21,13.9,-0.3,0.79,Graduate,3,3,3
1,1,5,9773,1,1,1,139.4,1,0,0,18,10.8,1.4,1.74,Graduate,3,2,2
1,17,1,9085,1,1,1,113.9,1,0,0,20,12.7,3.7,-1.7,Graduate,3,3,3
1,1,1,9853,1,1,1,124.6,1,0,0,18,9.4,-0.8,-3.12,Graduate,3,3,3
1,17,1,9070,1,1,1,123.8,1,0,0,18,12.7,3.7,-1.7,Dropout,3,3,1
1,1,3,9085,1,1,1,126.3,1,0,0,18,8.9,1.4,3.51,Graduate,3,3,2
1,17,4,9773,1,1,1,120.4,1,0,0,18,16.2,0.3,-0.92,Graduate,3,3,3
1,1,3,9500,1,1,1,120.5,1,0,0,19,12.4,0.5,1.79,Enrolled,2,3,3
1,53,1,9085,1,42,1,144.9,1,0,0,23,8.9,1.4,3.51,Enrolled,3,3,0
1,39,1,9085,1,19,1,139.9,1,0,0,24,8.9,1.4,3.51,Graduate,3,3,3
1,1,1,171,1,1,1,133.3,1,0,0,19,10.8,1.4,1.74,Graduate,0,0,2
1,1,3,9500,1,1,1,126.0,1,0,0,18,12.7,3.7,-1.7,Graduate,3,3,2
1,1,2,9070,1,1,1,133.5,0,0,0,19,12.7,3.7,-1.7,Graduate,3,3,2
1,17,2,9853,1,1,1,127.9,1,0,0,19,10.8,1.4,1.74,Dropout,0,0,2
1,1,1,9238,1,1,1,105.9,0,0,0,20,11.1,0.6,2.02,Enrolled,3,3,3
1,1,1,9085,1,1,1,124.3,0,0,0,20,13.9,-0.3,0.79,Enrolled,3,3,2
1,39,1,9773,1,1,1,102.5,0,0,0,26,7.6,2.6,0.32,Dropout,2,0,2
1,39,1,9254,1,19,1,97.0,0,0,1,36,15.5,2.8,-4.06,Dropout,0,0,0
1,17,1,171,1,1,1,134.7,0,0,1,19,10.8,1.4,1.74,Dropout,0,0,1
1,42,1,9119,1,1,1,113.8,0,0,1,27,15.5,2.8,-4.06,Dropout,0,0,1
1,1,4,9119,1,1,1,116.9,0,0,1,18,8.9,1.4,3.51,Dropout,0,0,2
1,1,4,9500,1,1,1,124.0,1,0,1,18,10.8,1.4,1.74,Graduate,3,3,3
1,39,1,9070,1,1,1,117.5,0,0,1,28,12.4,0.5,1.79,Dropout,0,0,2
1,44,1,171,1,39,1,154.8,1,0,1,21,12.4,0.5,1.79,Graduate,0,0,2
1,1,1,9500,1,1,1,141.0,0,0,1,19,7.6,2.6,0.32,Graduate,3,3,2
1,39,1,9670,1,9,1,120.0,0,0,1,26,9.4,-0.8,-3.12,Dropout,0,0,0
1,51,1,9119,1,1,1,133.6,1,0,1,20,11.1,0.6,2.02,Dropout,3,3,2
1,1,6,9500,1,1,1,122.0,1,0,1,19,12.7,3.7,-1.7,Graduate,3,3,2
1,1,1,9147,1,1,1,120.0,1,0,1,21,12.7,3.7,-1.7,Dropout,2,3,2
1,53,1,9670,1,42,1,114.2,0,0,1,23,8.9,1.4,3.51,Graduate,3,3,3
1,39,1,8014,0,38,1,95.5,0,0,1,29,11.1,0.6,2.02,Graduate,3,3,2
1,1,1,9500,1,1,1,120.0,0,0,1,20,12.7,3.7,-1.7,Graduate,3,3,2
1,1,1,9238,1,1,1,111.1,0,0,1,18,15.5,2.8,-4.06,Graduate,3,3,2
1,1,1,9773,1,1,1,128.6,1,0,1,19,9.4,-0.8,-3.12,Graduate,3,3,2
1,7,1,9556,1,3,1,130.0,0,0,1,23,10.8,1.4,1.74,Dropout,1,1,1
1,1,1,171,1,1,1,111.1,0,0,1,21,13.9,-0.3,0.79,Dropout,0,0,2
1,17,1,9147,1,1,1,122.7,1,0,1,18,15.5,2.8,-4.06,Enrolled,3,3,2
1,1,1,171,1,1,1,134.4,1,0,1,18,10.8,1.4,1.74,Graduate,0,0,3
1,1,5,9070,1,1,1,131.0,1,0,1,21,9.4,-0.8,-3.12,Dropout,0,0,0
1,51,1,9238,1,1,1,125.0,0,0,1,22,11.1,0.6,2.02,Dropout,0,0,2
1,18,1,9556,1,1,1,106.0,1,0,1,21,8.9,1.4,3.51,Graduate,3,2,2
1,39,1,9500,1,1,1,128.0,1,0,1,32,16.2,0.3,-0.92,Dropout,0,0,1
1,7,1,9003,1,3,1,120.0,1,0,1,27,15.5,2.8,-4.06,Graduate,3,3,2
1,1,1,9500,1,1,1,134.8,1,0,1,18,7.6,2.6,0.32,Graduate,3,3,2
1,39,1,9070,1,1,1,112.0,1,0,1,24,15.5,2.8,-4.06,Graduate,3,1,3
1,1,1,9130,1,1,1,116.1,1,0,1,22,12.7,3.7,-1.7,Dropout,1,0,2
1,43,1,9130,1,1,1,120.0,1,0,1,22,10.8,1.4,1.74,Dropout,0,0,1
1,1,3,9147,1,1,1,119.7,1,0,1,19,13.9,-0.3,0.79,Graduate,3,3,2
1,17,6,9119,1,1,1,117.1,1,0,1,19,7.6,2.6,0.32,Dropout,0,0,2
1,1,2,9085,1,1,1,112.4,1,0,1,21,10.8,1.4,1.74,Enrolled,3,2,2
1,1,2,9500,1,1,1,131.0,1,0,0,18,9.4,-0.8,-3.12,Graduate,3,3,3
1,1,2,9254,1,1,1,130.9,1,0,0,18,9.4,-0.8,-3.12,Graduate,3,3,2
1,1,1,171,1,1,1,134.9,1,0,0,20,16.2,0.3,-0.92,Dropout,0,0,1
1,17,1,9238,1,1,1,127.1,1,0,0,19,13.9,-0.3,0.79,Graduate,3,3,2
1,17,5,9773,1,1,1,110.2,1,0,0,19,8.9,1.4,3.51,Graduate,3,3,1
1,17,1,9254,1,1,1,108.7,1,0,0,18,12.4,0.5,1.79,Graduate,3,3,3
1,1,1,9130,1,1,1,138.0,1,0,0,20,16.2,0.3,-0.92,Enrolled,3,3,2
1,44,1,9070,1,39,1,147.7,0,0,0,22,12.4,0.5,1.79,Graduate,3,3,2
2,39,1,9556,1,19,1,123.0,0,0,0,31,12.4,0.5,1.79,Graduate,3,3,2
1,17,1,9853,1,1,1,142.8,0,0,0,19,16.2,0.3,-0.92,Graduate,3,3,3
1,1,2,171,1,1,1,138.3,1,0,0,18,12.4,0.5,1.79,Enrolled,0,0,2
1,1,2,9254,1,1,1,125.2,1,0,0,18,8.9,1.4,3.51,Graduate,3,3,3
1,1,1,9085,1,1,1,141.8,0,0,0,21,7.6,2.6,0.32,Graduate,3,3,2
1,17,5,9500,1,1,1,130.6,1,0,0,18,13.9,-0.3,0.79,Graduate,3,3,3
1,44,1,9147,1,39,22,130.0,0,0,1,25,15.5,2.8,-4.06,Dropout,0,0,0
1,15,1,9119,1,1,41,100.0,0,0,1,21,11.1,0.6,2.02,Dropout,0,0,1
1,18,2,9500,1,1,1,119.0,1,0,0,19,10.8,1.4,1.74,Graduate,3,3,3
1,1,2,9773,1,1,1,124.3,1,0,0,19,10.8,1.4,1.74,Enrolled,3,3,2
1,17,1,9254,1,1,1,122.2,1,0,0,22,7.6,2.6,0.32,Dropout,2,0,2
1,15,1,9147,1,1,1,150.0,0,0,1,19,12.4,0.5,1.79,Graduate,3,3,2
1,39,1,8014,0,19,1,135.5,0,0,0,58,11.1,0.6,2.02,Dropout,0,0,2
1,16,2,9238,1,1,1,127.3,1,0,0,19,10.8,1.4,1.74,Graduate,2,3,3
1,43,1,9670,1,1,22,127.0,1,0,1,23,9.4,-0.8,-3.12,Graduate,2,3,2
1,1,2,9773,1,1,1,126.9,1,0,0,19,9.4,-0.8,-3.12,Enrolled,2,1,3
1,18,3,9500,1,1,1,127.5,1,0,0,18,13.9,-0.3,0.79,Graduate,3,3,2
1,1,2,9085,1,1,1,122.0,0,0,0,20,7.6,2.6,0.32,Graduate,3,3,2
1,17,5,9085,1,1,1,115.8,0,0,0,18,12.7,3.7,-1.7,Dropout,0,0,1
1,17,1,9670,1,1,1,121.6,0,0,0,18,8.9,1.4,3.51,Graduate,3,3,2
1,17,4,9147,1,1,1,116.4,1,0,0,18,11.1,0.6,2.02,Graduate,3,3,2
1,39,1,9130,1,1,1,120.0,0,0,0,24,11.1,0.6,2.02,Dropout,3,3,2
1,17,4,9853,1,1,1,127.3,1,0,0,18,10.8,1.4,1.74,Dropout,3,3,2
1,1,3,9147,1,1,1,123.5,1,0,0,19,9.4,-0.8,-3.12,Enrolled,3,2,3
1,17,3,9238,1,1,1,125.6,1,0,0,19,8.9,1.4,3.51,Graduate,3,3,3
1,1,1,9254,1,1,1,118.5,1,0,0,18,7.6,2.6,0.32,Graduate,3,3,2
1,1,2,9130,1,1,1,129.5,1,0,0,18,12.7,3.7,-1.7,Enrolled,3,3,2
1,1,1,171,1,1,1,134.6,1,0,0,19,10.8,1.4,1.74,Graduate,0,0,3
1,44,1,9085,1,1,1,140.0,0,0,0,22,13.9,-0.3,0.79,Graduate,3,2,2
1,1,1,9254,1,1,1,133.2,1,0,0,19,10.8,1.4,1.74,Enrolled,3,1,2
3,17,1,9238,1,1,1,133.5,1,0,0,21,12.7,3.7,-1.7,Enrolled,1,2,3
1,17,1,9773,1,1,1,117.9,1,0,0,21,8.9,1.4,3.51,Graduate,3,3,3
1,1,3,9500,1,1,1,128.0,1,0,0,18,10.8,1.4,1.74,Graduate,3,3,3
1,1,5,9853,1,1,1,113.2,1,0,0,20,10.8,1.4,1.74,Dropout,2,0,2
1,1,3,9254,1,1,1,122.0,1,0,0,18,7.6,2.6,0.32,Enrolled,3,3,3
1,16,3,9070,1,1,1,156.9,1,0,0,19,12.7,3.7,-1.7,Graduate,3,3,2
1,1,2,9500,1,1,1,125.1,1,0,0,18,11.1,0.6,2.02,Enrolled,3,2,3
1,15,1,9147,1,1,41,100.0,0,0,1,26,11.1,0.6,2.02,Dropout,3,1,0
1,15,1,9119,1,1,32,160.0,0,0,0,19,8.9,1.4,3.51,Enrolled,1,1,1
2,39,1,8014,0,1,1,101.0,0,0,0,35,15.5,2.8,-4.06,Graduate,3,3,2
1,18,1,9670,1,1,1,121.5,1,0,0,19,12.4,0.5,1.79,Graduate,3,3,3
1,1,1,9085,1,1,1,126.8,1,0,1,18,10.8,1.4,1.74,Graduate,3,3,2
1,1,5,9670,1,1,1,132.9,0,0,1,19,7.6,2.6,0.32,Graduate,3,3,2
1,1,1,171,1,1,1,134.3,1,0,1,25,12.4,0.5,1.79,Graduate,3,3,2
1,17,6,9254,1,1,1,120.5,1,0,1,18,11.1,0.6,2.02,Graduate,3,3,2
1,17,1,9003,1,1,1,144.1,1,0,1,26,16.2,0.3,-0.92,Dropout,0,0,0
1,43,1,9991,0,1,1,100.0,0,0,1,34,9.4,-0.8,-3.12,Graduate,3,3,2
1,1,2,9254,1,1,1,114.8,1,0,1,18,12.7,3.7,-1.7,Dropout,0,0,1
1,1,1,171,1,1,1,111.9,0,0,1,18,9.4,-0.8,-3.12,Dropout,0,0,1
1,17,3,9119,1,1,1,125.4,1,0,1,18,8.9,1.4,3.51,Dropout,3,2,3
1,44,1,9003,1,39,1,140.0,0,0,1,20,12.4,0.5,1.79,Dropout,1,1,2
1,44,1,9070,1,39,1,140.0,0,0,1,25,16.2,0.3,-0.92,Graduate,3,3,2
1,17,1,9130,1,1,1,127.8,0,0,1,18,11.1,0.6,2.02,Dropout,3,3,2
